Firm_ID;BenefitProgramPeriod;TotalSpent;TotalPurchases;AvgSpentOnTransaction
688231;Never in program;1311246,00;4;327811,50
1232779;Never in program;5368663,00;15;357910,8666
5309723;Never in program;432727,00;5;86545,40
2113908;Never in program;11398171,00;77;148028,1948
223373;Never in program;8016979,00;24;334040,7916
1583194;Never in program;9161156,00;11;832832,3636
1083251;Never in program;2374414,00;21;113067,3333
304331;Never in program;4048184,00;32;126505,75
1790450;Never in program;3693028,00;15;246201,8666
521315;Never in program;1911575,00;7;273082,1428
1987794;Never in program;948741,00;15;63249,40
4359337;Never in program;2087522,00;25;83500,88
339682;Never in program;1207023,00;7;172431,8571
1731691;Never in program;5249250,00;46;114114,1304
2709685;Never in program;5217987,00;37;141026,6756
6018273;Never in program;9212847,00;95;96977,3368
4823869;Never in program;552312,00;5;110462,40
4747260;Never in program;14359613,00;236;60845,8177
669942;Never in program;5741746,00;34;168874,8823
1455089;Never in program;789818,00;34;23229,9411
4063226;Never in program;45776,00;1;45776,00
3087216;Never in program;683964,00;8;85495,50
2425867;Never in program;71616,00;3;23872,00
2627311;Never in program;2224821,00;14;158915,7857
1177498;Never in program;55864,00;2;27932,00
2599306;Never in program;1607397,00;29;55427,4827
2700040;Never in program;316224,00;4;79056,00
2863905;Never in program;5364898,00;36;149024,9444
3642825;Never in program;612767,00;15;40851,1333
1079430;Never in program;4434990,00;24;184791,25
18535992;After;294086,00;7;42012,2857
75350;Never in program;40001,00;1;40001,00
82489;Never in program;7131225,00;35;203749,2857
297814;Never in program;1173300,00;20;58665,00
2197301;Never in program;101007,00;3;33669,00
997986;Never in program;5981027,00;68;87956,2794
315149;Never in program;3750780,00;29;129337,2413
3733144;Never in program;3065025,00;33;92879,5454
44365;Never in program;3220670,00;43;74899,3023
3368866;Never in program;794627,00;3;264875,6666
4239698;Never in program;410825,00;3;136941,6666
5531441;Never in program;1836832,00;6;306138,6666
5562112;Never in program;82945,00;2;41472,50
4923803;Never in program;87008,00;6;14501,3333
2813885;Never in program;8809882,00;48;183539,2083
3528803;Never in program;4782479,00;7;683211,2857
5226514;Never in program;331977,00;3;110659,00
210582;Never in program;7613901,00;25;304556,04
157783;Never in program;1091817,00;5;218363,40
5570353;Never in program;1402744,00;3;467581,3333
4221972;Never in program;48760,00;1;48760,00
1855394;Never in program;36924883,00;227;162664,6828
2067970;Never in program;1724333,00;18;95796,2777
4198754;Never in program;208976,00;2;104488,00
3835252;Never in program;2590683,00;26;99641,6538
1430313;Never in program;817150,00;7;116735,7142
4838455;Never in program;4853559,00;133;36492,9248
2782634;Never in program;6534189,00;98;66675,3979
1269920;Never in program;3787625,00;43;88084,3023
2756169;Never in program;2358188,00;15;157212,5333
2730379;Never in program;1238677,00;4;309669,25
2025776;Never in program;47189,00;2;23594,50
1706724;Never in program;1084694,00;20;54234,70
3864557;Never in program;95522,00;3;31840,6666
2715603;Never in program;12586536,00;96;131109,75
2445559;Never in program;1729096,00;11;157190,5454
4039452;Never in program;1005950,00;1;1005950,00
3797129;Never in program;10078229,00;16;629889,3125
2906577;Never in program;987205,00;6;164534,1666
1675655;Before;2897686,00;1;2897686,00
1859407;Never in program;2138246,00;5;427649,20
2168175;Never in program;15759970,00;142;110985,7042
110195;Never in program;6847508,00;45;152166,8444
2199060;Never in program;2402293,00;35;68636,9428
2289309;Never in program;6081314,00;60;101355,2333
4139412;Never in program;16062,00;5;3212,40
228764;Never in program;22697038,00;67;338761,7611
2223368;Never in program;719731,00;4;179932,75
2341197;Never in program;1891094,00;39;48489,5897
1089332;Never in program;1038149,00;11;94377,1818
5063794;Never in program;467653,00;8;58456,625
2914652;Never in program;1371036,00;17;80649,1764
5492422;Never in program;115471,00;1;115471,00
2761886;Never in program;2208494,00;14;157749,5714
1959379;Never in program;11123664,00;177;62845,5593
4722969;Never in program;50052271,00;268;186762,2052
1300959;Never in program;970693,00;7;138670,4285
1629858;Never in program;742808,00;5;148561,60
194662;Never in program;4978879,00;51;97625,0784
2714815;Never in program;2879422,00;47;61264,2978
1861907;Never in program;15236112,00;36;423225,3333
113246;Never in program;22149,00;1;22149,00
2637777;Never in program;121156,00;2;60578,00
3444194;Never in program;32066,00;1;32066,00
1244693;Never in program;46942,00;1;46942,00
2306017;Never in program;4936148,00;68;72590,4117
4755732;Never in program;246696,00;5;49339,20
5616987;Never in program;616613,00;8;77076,625
2169443;Never in program;1740911,00;11;158264,6363
954180;Never in program;5588923,00;20;279446,15
2050008;Never in program;3719049,00;20;185952,45
395471;Never in program;1912946,00;9;212549,5555
4230403;Never in program;2050407,00;16;128150,4375
2171955;Never in program;319164,00;3;106388,00
2355677;Never in program;4547294,00;52;87447,9615
1803372;Never in program;1538942,00;13;118380,1538
1631102;Never in program;5612147,00;7;801735,2857
27351;Never in program;7686770,00;25;307470,80
9036994;Before;1410330,00;7;201475,7142
4419273;Never in program;4602816,00;23;200122,4347
5630252;Never in program;1266050,00;6;211008,3333
4732288;Never in program;1465148,00;14;104653,4285
59492;Never in program;5136491,00;53;96914,9245
3323439;Never in program;942332,00;4;235583,00
261154;Never in program;1705783,00;17;100340,1764
1465367;Never in program;12559799,00;51;246270,5686
4305509;Never in program;6381038,00;19;335844,1052
4402874;Never in program;987848,00;7;141121,1428
380748;Never in program;1434351,00;33;43465,1818
5455820;Never in program;900886,00;20;45044,30
2618611;Never in program;3606598,00;31;116341,8709
3793112;Never in program;803562,00;10;80356,20
2369114;Never in program;429832,00;4;107458,00
1480143;Never in program;5419881,00;17;318816,5294
4392204;Never in program;1093475,00;14;78105,3571
7245729;Never in program;10532465,00;18;585136,9444
3513903;Never in program;1525535,00;15;101702,3333
1978753;Never in program;393437,00;8;49179,625
363603;Never in program;60013784,00;95;631724,0421
360219;Never in program;6441839,00;36;178939,9722
5505042;Never in program;558791,00;9;62087,8888
5719898;Never in program;1313390,00;31;42367,4193
2711237;Never in program;728263,00;2;364131,50
2183259;Never in program;887756,00;1;887756,00
3670046;Never in program;642903,00;6;107150,50
4729693;Never in program;11194437,00;41;273035,0487
2707522;Never in program;792396,00;4;198099,00
1881559;Never in program;2120849,00;45;47129,9777
2220678;Never in program;636751,00;4;159187,75
2911862;Never in program;5744463,00;53;108386,0943
3963776;Never in program;2283466,00;33;69195,9393
2050357;Never in program;3146237,00;54;58263,6481
5626940;Never in program;2594065,00;22;117912,0454
1271437;Never in program;6823795,00;14;487413,9285
2384903;Never in program;2197457,00;9;244161,8888
1829588;Never in program;16818822,00;149;112878,00
5793760;Never in program;2949986,00;9;327776,2222
1920614;Never in program;405235,00;14;28945,3571
843212;Never in program;922432,00;7;131776,00
2621734;Never in program;15622830,00;65;240351,2307
1824410;Never in program;251156,00;1;251156,00
2892453;Never in program;180201,00;6;30033,50
2240793;Never in program;138429,00;3;46143,00
3428843;Never in program;541654,00;6;90275,6666
1545906;Never in program;10297818,00;110;93616,5272
3255288;Never in program;10545693,00;69;152836,1304
1927599;Never in program;480545,00;9;53393,8888
1470113;Never in program;1345477,00;22;61158,0454
2495445;Never in program;3068172,00;36;85227,00
224942;Never in program;18749894,00;59;317794,8135
3794641;Never in program;992062,00;6;165343,6666
2345480;Never in program;470537,00;6;78422,8333
2165136;Never in program;4154492,00;19;218657,4736
1255162;Never in program;2468955,00;10;246895,50
483042;Never in program;839335,00;4;209833,75
466726;Never in program;2100302,00;7;300043,1428
4459845;Never in program;460974,00;5;92194,80
6474971;After;2630432,00;33;79710,0606
2762076;Never in program;4223380,00;46;91812,6086
2475798;Never in program;239290,00;4;59822,50
20164;Never in program;2746146,00;10;274614,60
390394;Never in program;4336392,00;34;127540,9411
3275953;Never in program;426235,00;9;47359,4444
1957140;Never in program;1910621,00;29;65883,4827
2471852;Never in program;739990,00;18;41110,5555
1602824;Never in program;4262157,00;18;236786,50
2797054;Never in program;6046815,00;41;147483,2926
2037353;Never in program;178760,00;2;89380,00
261978;Never in program;292694,00;2;146347,00
6546931;After;954896,00;36;26524,8888
372768;Never in program;3459449,00;20;172972,45
1908937;Never in program;1315994,00;11;119635,8181
5120511;Never in program;915123,00;2;457561,50
4534773;Never in program;375932,00;8;46991,50
1535088;Never in program;1365371,00;7;195053,00
1433421;Never in program;714703,00;14;51050,2142
650265;Never in program;2590075,00;12;215839,5833
171385;Never in program;1425865,00;6;237644,1666
6089108;Never in program;4523289,00;117;38660,5897
3070636;Never in program;4892013,00;82;59658,6951
4127728;Never in program;699587,00;10;69958,70
1648527;Never in program;2115430,00;12;176285,8333
342688;Never in program;15549768,00;63;246821,7142
3805903;Never in program;1483204,00;43;34493,1162
2180220;Never in program;64546,00;1;64546,00
5667761;Never in program;5022036,00;22;228274,3636
239506;Never in program;1064202,00;42;25338,1428
2747459;Never in program;1102314,00;3;367438,00
1376759;Never in program;812157,00;2;406078,50
2672945;Never in program;8906344,00;43;207124,279
2984362;Never in program;279090,00;2;139545,00
3553337;Never in program;143733,00;4;35933,25
2322855;Never in program;950286,00;11;86389,6363
3836688;Never in program;2102590,00;12;175215,8333
520593;Never in program;3794078,00;94;40362,5319
942106;Never in program;472172,00;6;78695,3333
1257686;Never in program;826622,00;11;75147,4545
1289613;Never in program;46795126,00;101;463318,0792
657605;Never in program;5287383,00;45;117497,40
381643;Never in program;2402146,00;9;266905,1111
1214507;Never in program;74048,00;2;37024,00
3043856;Never in program;135385,00;4;33846,25
1620147;Never in program;3867749,00;29;133370,6551
1557703;Never in program;54271,00;3;18090,3333
2193869;Never in program;16954279,00;26;652087,6538
500835;Never in program;367356,00;7;52479,4285
1192680;Never in program;3828703,00;8;478587,875
94541;Never in program;3575154,00;28;127684,0714
3006212;Never in program;963411,00;17;56671,2352
1870752;Never in program;49091,00;1;49091,00
2259219;Never in program;1125584,00;20;56279,20
147260;Never in program;522897,00;14;37349,7857
6284;Never in program;10992337,00;37;297090,1891
2454552;Never in program;470152,00;25;18806,08
38465;Never in program;6885910,00;29;237445,1724
5320175;Never in program;427534,00;4;106883,50
780210;Never in program;6752162,00;19;355376,9473
5094382;Never in program;1542190,00;20;77109,50
2781675;Never in program;3027771,00;41;73848,0731
849556;Never in program;3108191,00;17;182834,7647
2472545;Never in program;861280,00;7;123040,00
4949939;After;2091418,00;19;110074,6315
1593332;Never in program;61239,00;4;15309,75
5894335;Never in program;68936,00;1;68936,00
1728111;Never in program;972880,00;5;194576,00
1947707;Never in program;977770,00;4;244442,50
4921930;Never in program;1664187,00;12;138682,25
2927111;Never in program;65951,00;1;65951,00
1914507;Never in program;5318595,00;72;73869,375
3254927;Never in program;529295,00;9;58810,5555
4195038;Never in program;35289,00;1;35289,00
3842369;Never in program;3150592,00;38;82910,3157
817529;Never in program;557190,00;4;139297,50
1962145;Never in program;1122394,00;21;53447,3333
257173;Never in program;5596975,00;16;349810,9375
2252980;Never in program;4443976,00;6;740662,6666
1936415;Never in program;384536,00;13;29579,6923
55261;Never in program;5558927,00;30;185297,5666
3759276;Never in program;510499,00;21;24309,4761
679545;Never in program;3167067,00;22;143957,5909
1657426;Never in program;169533,00;3;56511,00
542163;Before;1377186,00;18;76510,3333
4554964;Never in program;2179431,00;8;272428,875
331828;Never in program;1517030,00;15;101135,3333
1327886;Never in program;7567367,00;48;157653,4791
3805910;Never in program;7947913,00;30;264930,4333
2225761;Never in program;1933857,00;10;193385,70
2176599;Never in program;640847,00;2;320423,50
1154865;Never in program;194763,00;4;48690,75
1335339;Never in program;26295827,00;467;56307,9807
1732957;Never in program;14918540,00;127;117468,8188
2424237;Never in program;1004241,00;10;100424,10
3134794;Never in program;1758607,00;23;76461,1739
4355008;Never in program;221750,00;6;36958,3333
2200665;Never in program;113802,00;1;113802,00
1349564;Never in program;6044479,00;51;118519,196
3926452;Never in program;4837063,00;26;186040,8846
1730528;Never in program;481991,00;4;120497,75
4740712;Never in program;1805273,00;27;66861,9629
4727613;Never in program;243983,00;6;40663,8333
3772359;Never in program;135289,00;1;135289,00
3002539;Never in program;488428,00;2;244214,00
2294967;Never in program;1555261,00;5;311052,20
1858310;Never in program;366113,00;5;73222,60
576449;Never in program;3186009,00;95;33536,9368
1467499;Never in program;1145365,00;24;47723,5416
2185142;Never in program;331920,00;9;36880,00
4601709;Never in program;1211042,00;5;242208,40
6668429;Never in program;6198422,00;84;73790,738
2016369;Never in program;1355475,00;21;64546,4285
2587192;Never in program;56281,00;2;28140,50
4202823;Never in program;1754554,00;14;125325,2857
3748043;Never in program;428218,00;3;142739,3333
1045307;Never in program;22252777,00;102;218164,4803
831776;Never in program;9035516,00;70;129078,80
520232;Never in program;3960091,00;16;247505,6875
3113590;Never in program;139690,00;5;27938,00
1766508;Never in program;789800,00;12;65816,6666
1881191;Never in program;545869,00;3;181956,3333
2368309;Never in program;153645,00;3;51215,00
419069;Never in program;37396225,00;137;272965,1459
2808146;Never in program;2357270,00;57;41355,614
